DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
b_quark 0 4.18 170.081 -90 -101 -103 b_quark 0 4.18 200.156 36 75 182
W+ 1 80.4 204.436 140 77 -99 W- 1 80.4 111.486 -58 -45 24
b_quark 0 4.18 132.784 -87 -21 98 b_quark 0 4.18 107.951 68 -54 -64
W+ 1 80.4 182.637 -66 150 6 W- 1 80.4 115.253 31 -67 -37
b_quark 0 4.18 179.929 -111 -130 -56 b_quark 0 4.18 251.961 117 223 -7
b_quark 0 4.18 149.139 60 -57 -124 b_quark 0 4.18 45.9834 -17 32 28
b_quark 0 4.18 125.21 34 70 98 b_quark 0 4.18 147.971 -21 -101 -106
Z 1 91.2 172.205 23 42 138 Z 1 91.2 195.654 -57 -95 -133
b_quark 0 4.18 144.573 56 -132 -18 b_quark 0 4.18 46.2652 23 37 15
W+ 1 80.4 193.324 -106 93 105 W- 1 80.4 118.398 77 -5 -40
b_quark 0 4.18 145.174 -21 -99 104 b_quark 0 4.18 100.898 -37 87 -35
b_quark 0 4.18 95.2705 -33 59 67 b_quark 0 4.18 184.311 -54 -59 -166
b_quark 0 4.18 205.996 150 -6 141 b_quark 0 4.18 131.482 -61 18 -115
b_quark 0 4.18 120.493 64 -102 -1 b_quark 0 4.18 147.524 -109 53 -84
b_quark 0 4.18 138.724 -59 11 125 b_quark 0 4.18 235.728 155 30 -175
b_quark 0 4.18 109.661 -78 32 -70 b_quark 0 4.18 162.584 44 12 156
b_quark 0 4.18 131.448 -108 -74 -11 b_quark 0 4.18 111.065 31 34 101
W+ 1 80.4 159.844 -53 46 -119 W- 1 80.4 223.681 -4 -17 208
b_quark 0 4.18 186.254 116 119 84 b_quark 0 4.18 197.746 -35 -194 -15
b_quark 0 4.18 123.12 -38 76 89 b_quark 0 4.18 115.756 106 -11 -45
b_quark 0 4.18 166.384 -140 71 -55 b_quark 0 4.18 194.429 100 -157 56
b_quark 0 4.18 67.2493 12 -56 -35 b_quark 0 4.18 189.954 80 152 81
b_quark 0 4.18 87.4727 -43 69 32 b_quark 0 4.18 90.5288 13 -85 -28
W+ 1 80.4 191.609 105 -123 64 W- 1 80.4 233.754 -76 151 -140
W+ 1 80.4 194.918 131 -52 108 W- 1 80.4 196.828 -167 32 -58
W+ 1 80.4 221.434 97 142 114 W- 1 80.4 182.683 -2 -133 -96
b_quark 0 4.18 208.74 -101 -135 123 b_quark 0 4.18 296.436 86 206 -195
W+ 1 80.4 163.028 -113 28 -81 W- 1 80.4 137.961 57 -22 94
tau+ 0 1.78 188.42 149 107 -43 tau- 0 1.78 241.206 -197 -138 18
b_quark 0 4.18 208.527 -149 68 -129 b_quark 0 4.18 233.22 63 -26 223
tau+ 0 1.78 174.216 -14 -146 94 tau- 0 1.78 179.109 -64 141 -90
b_quark 0 4.18 109.993 -14 -109 2 b_quark 0 4.18 192.371 82 171 -32
W+ 1 80.4 166.392 -118 -37 -77 W- 1 80.4 223.088 194 72 -22
b_quark 0 4.18 134.4 9 109 -78 b_quark 0 4.18 196.029 68 -165 81
W+ 1 80.4 255.02 139 -145 135 W- 1 80.4 312.337 -208 195 -99
W+ 1 80.4 179.369 -88 109 78 W- 1 80.4 214.595 125 -99 -119
b_quark 0 4.18 167.536 99 -131 -33 b_quark 0 4.18 102.037 -16 97 -27
b_quark 0 4.18 164.266 -89 -138 1 b_quark 0 4.18 136.541 59 123 4
b_quark 0 4.18 167.447 92 129 -54 b_quark 0 4.18 197.961 -31 -193 -31
b_quark 0 4.18 144.217 99 -96 42 b_quark 0 4.18 146.176 -135 41 38
b_quark 0 4.18 152.753 94 -44 112 b_quark 0 4.18 119.329 -114 -1 -35
W+ 1 80.4 138.337 -15 -28 108 W- 1 80.4 216.437 -59 48 -186
b_quark 0 4.18 191.006 95 -135 -96 b_quark 0 4.18 184.238 -106 127 81
b_quark 0 4.18 177.19 135 -85 77 b_quark 0 4.18 243.4 -41 176 -163
b_quark 0 4.18 116.26 83 43 -69 b_quark 0 4.18 138.194 -82 16 110
b_quark 0 4.18 118.876 36 -83 -77 b_quark 0 4.18 177.594 7 177 12
b_quark 0 4.18 156.788 -135 -34 72 b_quark 0 4.18 240.338 156 100 -153
b_quark 0 4.18 139.594 -48 -106 -77 b_quark 0 4.18 100.987 -46 64 63
b_quark 0 4.18 135.035 3 -132 28 b_quark 0 4.18 225.232 76 190 -94
W+ 1 80.4 144.603 19 111 -42 W- 1 80.4 217.711 7 -201 22
b_quark 0 4.18 136.622 46 124 -34 b_quark 0 4.18 71.144 -38 -36 -48
b_quark 0 4.18 119.731 86 -81 19 b_quark 0 4.18 45.8636 -41 18 -9
b_quark 0 4.18 124.183 -94 -78 22 b_quark 0 4.18 204.723 187 29 -78
b_quark 0 4.18 211.798 -146 145 50 b_quark 0 4.18 125.569 90 -45 -75
b_quark 0 4.18 101.042 96 -24 -20 b_quark 0 4.18 114.085 -2 113 -15
W+ 1 80.4 140.915 -57 100 -12 W- 1 80.4 170.553 68 -120 -60
b_quark 0 4.18 184.311 36 -136 -119 b_quark 0 4.18 240.013 -54 193 132
b_quark 0 4.18 154.527 -144 -50 -25 b_quark 0 4.18 266.735 232 95 91
b_quark 0 4.18 117.531 -84 -68 46 b_quark 0 4.18 160.385 51 121 -92
b_quark 0 4.18 151.141 -99 -100 55 b_quark 0 4.18 247.126 171 113 -138
b_quark 0 4.18 161.033 143 -29 68 b_quark 0 4.18 250.191 -225 17 -108
b_quark 0 4.18 149.945 -1 -132 71 b_quark 0 4.18 201.103 17 106 -170
tau+ 0 1.78 137.837 100 -86 -40 tau- 0 1.78 196.899 -146 121 53
b_quark 0 4.18 162.946 1 127 102 b_quark 0 4.18 124.706 37 -94 -73
b_quark 0 4.18 195.434 -106 146 75 b_quark 0 4.18 175.609 31 -104 -138
W+ 1 80.4 129.731 87 14 51 W- 1 80.4 218.872 -136 81 -128
b_quark 0 4.18 119.848 -65 -11 100 b_quark 0 4.18 164.753 14 -19 -163
b_quark 0 4.18 206.241 -103 150 97 b_quark 0 4.18 199.363 156 -124 -4
b_quark 0 4.18 112.776 0 -101 50 b_quark 0 4.18 159.309 7 152 -47
tau+ 0 1.78 129.897 -47 81 -90 tau- 0 1.78 172.908 -45 -155 62
W+ 1 80.4 211.634 146 -128 25 W- 1 80.4 272.055 -134 205 -87
Z 1 91.2 220.523 50 -137 -138 Z 1 91.2 297.633 -58 202 190
b_quark 0 4.18 116.921 -42 -108 -15 b_quark 0 4.18 154.805 123 93 13
W+ 1 80.4 165.587 73 -49 -115 W- 1 80.4 156.522 -95 19 93
b_quark 0 4.18 145.418 34 62 -127 b_quark 0 4.18 190.503 -120 -115 93
b_quark 0 4.18 82.6285 -44 -43 -55 b_quark 0 4.18 143.204 -52 131 -25
W+ 1 80.4 194.387 -131 0 -119 W- 1 80.4 241.845 60 -59 212
b_quark 0 4.18 134.95 59 -117 32 b_quark 0 4.18 167.459 -27 164 -20
b_quark 0 4.18 151.081 14 -146 -36 b_quark 0 4.18 257.431 70 243 48
W+ 1 80.4 155.104 108 -77 0 W- 1 80.4 150.234 -96 1 -83
b_quark 0 4.18 170.89 -36 -133 101 b_quark 0 4.18 180.284 60 146 -87
W+ 1 80.4 153.633 47 59 107 W- 1 80.4 218.305 -10 -97 -178
b_quark 0 4.18 155.639 65 -66 -125 b_quark 0 4.18 211.798 -146 145 50
tau+ 0 1.78 168.348 -40 -127 103 tau- 0 1.78 206.747 138 129 -84
b_quark 0 4.18 153.602 -54 -122 76 b_quark 0 4.18 241.03 -15 197 -138
tau+ 0 1.78 148.449 -48 -107 -91 tau- 0 1.78 146.711 1 64 132
Z 1 91.2 197.28 -93 -148 -7 Z 1 91.2 113.73 35 56 -16
b_quark 0 4.18 192.636 -119 149 -27 b_quark 0 4.18 265.969 124 -235 -11
b_quark 0 4.18 187.903 123 -44 -135 b_quark 0 4.18 223.12 -84 105 178
W+ 1 80.4 185.521 -79 128 -73 W- 1 80.4 293.014 169 -204 96
b_quark 0 4.18 81.9053 3 -79 21 b_quark 0 4.18 174.546 -58 162 29
b_quark 0 4.18 124.211 -113 31 -41 b_quark 0 4.18 90.5068 82 -33 19
W+ 1 80.4 186.618 133 8 -103 W- 1 80.4 242.665 -197 -83 82
W+ 1 80.4 215.233 119 122 -104 W- 1 80.4 214.358 -85 -178 24
b_quark 0 4.18 71.4946 57 -39 18 b_quark 0 4.18 118.712 -117 5 -19
b_quark 0 4.18 148.204 -69 119 55 b_quark 0 4.18 165.31 74 -147 -15
b_quark 0 4.18 122.754 -101 -65 25 b_quark 0 4.18 90.7881 30 62 59
b_quark 0 4.18 87.6041 -15 86 6 b_quark 0 4.18 108.832 1 -45 -99
W+ 1 80.4 187.054 -120 -110 -45 W- 1 80.4 169.346 98 53 99
b_quark 0 4.18 168.56 -41 95 133 b_quark 0 4.18 132.844 18 -41 -125
b_quark 0 4.18 135.32 -107 58 59 b_quark 0 4.18 88.0708 31 -53 -63
b_quark 0 4.18 86.8992 -15 -78 35 b_quark 0 4.18 112.51 -9 -4 -112
W+ 1 80.4 199.492 -136 121 14 W- 1 80.4 209.548 115 -139 -70
W+ 1 80.4 176.774 150 29 -38 W- 1 80.4 233.688 -149 -104 123
b_quark 0 4.18 125.505 -71 98 33 b_quark 0 4.18 96.7237 -24 -89 -29
b_quark 0 4.18 130.731 -125 -38 -2 b_quark 0 4.18 155.446 96 121 17
b_quark 0 4.18 80.6751 -37 -71 -9 b_quark 0 4.18 73.9897 64 -20 -31
b_quark 0 4.18 192.412 -88 -131 110 b_quark 0 4.18 193.656 90 144 -93
W+ 1 80.4 197.038 144 -82 70 W- 1 80.4 216.447 -160 63 -104
b_quark 0 4.18 133.624 117 -57 -30 b_quark 0 4.18 166.408 -67 127 84
W+ 1 80.4 146.922 20 -49 -111 W- 1 80.4 161.874 -45 67 115
b_quark 0 4.18 184.936 -94 -142 -72 b_quark 0 4.18 219.742 13 200 90
b_quark 0 4.18 129.315 -30 -123 26 b_quark 0 4.18 58.0644 11 47 32
W+ 1 80.4 225.242 141 -65 -142 W- 1 80.4 236.612 -128 121 136
b_quark 0 4.18 118.484 -9 -4 -118 b_quark 0 4.18 50.6209 -18 -14 45
Z 1 91.2 209.357 134 41 126 Z 1 91.2 131.527 -70 -41 -49
b_quark 0 4.18 161.714 -105 -95 78 b_quark 0 4.18 152.655 22 -1 -151
b_quark 0 4.18 123.319 94 27 -75 b_quark 0 4.18 147.941 -94 37 108
W+ 1 80.4 151.252 5 -62 -112 W- 1 80.4 223.781 -14 137 157
b_quark 0 4.18 139.347 40 54 -122 b_quark 0 4.18 201.962 9 -93 179
b_quark 0 4.18 176.075 144 -40 93 b_quark 0 4.18 114.558 -85 -16 -75
b_quark 0 4.18 132.161 -132 3 -4 b_quark 0 4.18 155.304 119 71 -70
W+ 1 80.4 122.626 16 -6 91 W- 1 80.4 206.761 45 6 -185
W+ 1 80.4 196.077 -113 13 -138 W- 1 80.4 158.396 39 52 120
b_quark 0 4.18 147.998 99 -102 -41 b_quark 0 4.18 204.564 -199 38 28
b_quark 0 4.18 160.036 -57 131 72 b_quark 0 4.18 279.364 137 -197 -143
W+ 1 80.4 157.893 41 -129 12 W- 1 80.4 88.9335 10 33 -16
W+ 1 80.4 221.111 76 125 145 W- 1 80.4 262.658 -150 -163 -116
b_quark 0 4.18 90.7881 90 -11 2 b_quark 0 4.18 65.4635 -18 38 50
b_quark 0 4.18 117.977 -68 -21 94 b_quark 0 4.18 182.679 112 103 -101
b_quark 0 4.18 100.062 -33 85 41 b_quark 0 4.18 127.179 126 5 -16
tau+ 0 1.78 232.153 132 -138 -132 tau- 0 1.78 276.883 -56 142 231
b_quark 0 4.18 105.931 64 -32 -78 b_quark 0 4.18 128.021 -26 36 120
b_quark 0 4.18 228.073 144 140 -108 b_quark 0 4.18 205.289 -169 -58 101
b_quark 0 4.18 141.589 130 49 27 b_quark 0 4.18 120.11 -94 -58 -47
b_quark 0 4.18 185.147 -78 -97 137 b_quark 0 4.18 182.785 125 118 -62
b_quark 0 4.18 161.318 -18 59 -149 b_quark 0 4.18 236.431 -44 -135 189
W+ 1 80.4 130.377 27 -54 83 W- 1 80.4 130.863 -71 -12 -74
b_quark 0 4.18 116.17 107 45 2 b_quark 0 4.18 134.229 -60 -96 -72
b_quark 0 4.18 120.878 -87 80 -25 b_quark 0 4.18 148.561 76 -119 46
W+ 1 80.4 147.473 28 -64 -102 W- 1 80.4 184.147 41 22 159
b_quark 0 4.18 162.983 -36 103 121 b_quark 0 4.18 73.3721 38 -21 -59
b_quark 0 4.18 93.7842 83 -40 -17 b_quark 0 4.18 177.602 -122 129 0
tau+ 0 1.78 221.703 107 -128 146 tau- 0 1.78 285.53 -70 220 -168
W+ 1 80.4 138.037 -57 -46 85 W- 1 80.4 151.793 121 -44 0
b_quark 0 4.18 81.7158 -2 80 -16 b_quark 0 4.18 98.2165 -32 -91 18
b_quark 0 4.18 84.6137 79 1 30 b_quark 0 4.18 96.827 -22 -75 57
b_quark 0 4.18 89.9248 -42 47 64 b_quark 0 4.18 24.4023 -4 -21 -11
b_quark 0 4.18 127.947 -42 -117 -30 b_quark 0 4.18 216.708 116 183 0
b_quark 0 4.18 174.773 -88 -80 128 b_quark 0 4.18 191.498 173 -1 -82
b_quark 0 4.18 106.332 67 -80 -20 b_quark 0 4.18 114.239 27 100 48
tau+ 0 1.78 25.8683 17 4 -19 tau- 0 1.78 64.801 50 -36 -20
b_quark 0 4.18 156.398 -19 139 69 b_quark 0 4.18 210.89 -58 -127 -158
tau+ 0 1.78 122.013 24 -112 -42 tau- 0 1.78 77.4543 -42 46 46
b_quark 0 4.18 148.116 -43 -106 -94 b_quark 0 4.18 137.741 -51 73 105
W+ 1 80.4 146.851 -34 -83 84 W- 1 80.4 191.411 22 83 -151
b_quark 0 4.18 73.2016 11 6 72 b_quark 0 4.18 109.002 -58 70 -60
b_quark 0 4.18 138.309 -134 30 16 b_quark 0 4.18 249.172 223 44 -102
b_quark 0 4.18 202.172 -98 124 126 b_quark 0 4.18 258.032 113 -87 -215
b_quark 0 4.18 149.491 -87 -19 -120 b_quark 0 4.18 111.568 3 -10 111
b_quark 0 4.18 125.122 34 -89 -81 b_quark 0 4.18 119.939 -108 48 20
tau+ 0 1.78 173.598 -96 -114 -89 tau- 0 1.78 186.529 173 69 10
W+ 1 80.4 141.697 -95 10 -67 W- 1 80.4 253.65 168 -75 155
b_quark 0 4.18 136.468 109 65 -50 b_quark 0 4.18 67.5831 -25 -57 26
W+ 1 80.4 142.303 69 0 95 W- 1 80.4 191.147 -11 -96 -144
W+ 1 80.4 145.29 80 -54 -73 W- 1 80.4 277.399 -166 117 171
b_quark 0 4.18 227.648 -141 -146 -103 b_quark 0 4.18 257.349 49 153 201
b_quark 0 4.18 104.477 29 -29 96 b_quark 0 4.18 219.149 -74 97 -182
b_quark 0 4.18 143.884 -85 -94 -68 b_quark 0 4.18 256.826 182 133 123
tau+ 0 1.78 178.34 -11 -116 -135 tau- 0 1.78 222.938 49 104 191
W+ 1 80.4 189.7 -60 -149 61 W- 1 80.4 154.38 -16 92 -93
b_quark 0 4.18 83.0149 -75 15 -32 b_quark 0 4.18 137.878 58 -2 125
W+ 1 80.4 201.867 -18 139 121 W- 1 80.4 247.302 -30 -163 -165
b_quark 0 4.18 66.3511 -38 -21 50 b_quark 0 4.18 97.9616 -49 73 -43
b_quark 0 4.18 127.037 -14 119 42 b_quark 0 4.18 228.936 -51 -217 -52
W+ 1 80.4 178.553 96 125 24 W- 1 80.4 203.141 -23 -183 -28
b_quark 0 4.18 158.734 61 73 -127 b_quark 0 4.18 238.385 -71 -80 213
b_quark 0 4.18 108.731 20 -13 106 b_quark 0 4.18 124.143 -101 3 -72
b_quark 0 4.18 180.406 127 32 -124 b_quark 0 4.18 120.031 -58 1 105
b_quark 0 4.18 159.895 27 86 -132 b_quark 0 4.18 118.095 26 -22 113
b_quark 0 4.18 176.665 135 -58 98 b_quark 0 4.18 244.048 -225 39 -86
b_quark 0 4.18 94.5435 -43 36 76 b_quark 0 4.18 84.9204 -16 7 -83
W+ 1 80.4 136.474 104 7 36 W- 1 80.4 238.164 -183 -65 -112
b_quark 0 4.18 146.613 97 90 -63 b_quark 0 4.18 153.292 -41 -146 22
b_quark 0 4.18 144.542 25 45 135 b_quark 0 4.18 116.805 -92 -11 -71
W+ 1 80.4 239.786 -85 -148 -148 W- 1 80.4 234.591 147 92 136
W+ 1 80.4 176.706 41 146 -42 W- 1 80.4 160.842 -14 -83 111
b_quark 0 4.18 124.854 -19 123 -9 b_quark 0 4.18 209.789 45 -185 88
tau+ 0 1.78 192.292 -126 -51 136 tau- 0 1.78 276.906 172 91 -197
b_quark 0 4.18 244.578 -148 -144 131 b_quark 0 4.18 198.888 99 167 -43
b_quark 0 4.18 102.701 -85 -13 -56 b_quark 0 4.18 120.347 101 28 59
b_quark 0 4.18 176.597 47 148 84 b_quark 0 4.18 109.588 18 -108 -2
b_quark 0 4.18 176.883 -69 -147 -70 b_quark 0 4.18 170.457 -6 169 -21
Z 1 91.2 215.285 -117 -146 -55 Z 1 91.2 203.053 148 97 40
b_quark 0 4.18 181.49 -136 -99 68 b_quark 0 4.18 186.94 142 94 -77
b_quark 0 4.18 120.646 55 83 68 b_quark 0 4.18 173.186 26 -170 20
b_quark 0 4.18 144.127 -75 -123 -1 b_quark 0 4.18 103.487 52 58 -68
Z 1 91.2 168.043 -126 61 -18 Z 1 91.2 210.491 168 14 87
b_quark 0 4.18 77.1976 -43 -58 -27 b_quark 0 4.18 153.462 69 114 76
Z 1 91.2 157.808 -88 -51 79 Z 1 91.2 240.534 137 -47 -169
b_quark 0 4.18 134.95 -28 117 61 b_quark 0 4.18 234.503 126 -193 -43
b_quark 0 4.18 204.779 128 102 123 b_quark 0 4.18 219.614 -199 -74 -56
W+ 1 80.4 218.126 -71 -143 125 W- 1 80.4 297.626 87 188 -198
tau+ 0 1.78 155.268 -113 106 -10 tau- 0 1.78 248.401 162 -184 -40
b_quark 0 4.18 198.795 -91 114 135 b_quark 0 4.18 156.756 119 -37 -95
b_quark 0 4.18 156.689 89 127 22 b_quark 0 4.18 115.562 8 -27 -112
b_quark 0 4.18 144.12 -126 -34 -61 b_quark 0 4.18 92.5769 77 32 40
b_quark 0 4.18 106.684 -56 88 22 b_quark 0 4.18 190.721 154 -79 -80
Z 1 91.2 109.043 -8 -22 -55 Z 1 91.2 138.07 -80 65 11
b_quark 0 4.18 210.819 125 -119 121 b_quark 0 4.18 206.324 -114 84 -150
b_quark 0 4.18 183.604 131 -124 34 b_quark 0 4.18 154.743 -110 58 -92
b_quark 0 4.18 182.325 142 -94 65 b_quark 0 4.18 250.752 -233 83 -41
b_quark 0 4.18 101.264 -75 16 -66 b_quark 0 4.18 142.918 86 -114 -4
b_quark 0 4.18 187.124 -122 -83 -115 b_quark 0 4.18 189.202 58 -4 180
tau+ 0 1.78 172.352 82 -37 -147 tau- 0 1.78 155.914 -56 43 139
b_quark 0 4.18 114.12 -109 15 30 b_quark 0 4.18 157.336 142 53 42
W+ 1 80.4 143.433 76 -83 -38 W- 1 80.4 140.09 -58 31 94
W+ 1 80.4 92.9363 -21 -34 -24 W- 1 80.4 134.708 -75 36 69
tau+ 0 1.78 104.948 -39 -93 29 tau- 0 1.78 82.2263 1 81 14
W+ 1 80.4 84.5113 -25 2 7 W- 1 80.4 145.826 -51 82 -74
b_quark 0 4.18 80.0966 58 -53 -15 b_quark 0 4.18 53.8375 -48 1 24
b_quark 0 4.18 232.436 -137 -118 146 b_quark 0 4.18 188.567 158 24 -100
tau+ 0 1.78 146.302 44 48 131 tau- 0 1.78 84.2328 52 -32 -58
b_quark 0 4.18 221.645 108 146 -127 b_quark 0 4.18 126.742 -89 -50 75
Z 1 91.2 167.303 94 -54 -89 Z 1 91.2 128.263 -58 3 69
W+ 1 80.4 170.115 -19 33 -145 W- 1 80.4 275.373 -29 -109 238
b_quark 0 4.18 124.046 -51 -15 112 b_quark 0 4.18 130.217 -21 -37 -123
b_quark 0 4.18 109.775 39 96 36 b_quark 0 4.18 204.062 -12 -166 -118
b_quark 0 4.18 148.184 54 -23 136 b_quark 0 4.18 87.1749 30 11 -81
b_quark 0 4.18 164.458 132 47 -86 b_quark 0 4.18 209.226 -206 -31 19
W+ 1 80.4 120.379 89 5 -9 W- 1 80.4 133.859 2 -103 29
b_quark 0 4.18 182.733 43 129 122 b_quark 0 4.18 203.596 -96 -87 -157
b_quark 0 4.18 132.49 -96 -24 -88 b_quark 0 4.18 171.541 142 43 86
b_quark 0 4.18 201.379 134 -148 -26 b_quark 0 4.18 303.004 -173 248 19
b_quark 0 4.18 130.363 -26 -125 26 b_quark 0 4.18 169.822 90 141 29
b_quark 0 4.18 144.452 61 -102 -82 b_quark 0 4.18 80.5759 -57 25 51
b_quark 0 4.18 20.7719 11 -17 -2 b_quark 0 4.18 119.66 -46 92 -61
b_quark 0 4.18 169.465 149 -80 10 b_quark 0 4.18 242.267 -224 20 90
b_quark 0 4.18 151.524 126 45 71 b_quark 0 4.18 231.757 -158 29 -167
b_quark 0 4.18 167.695 130 -40 98 b_quark 0 4.18 218.201 -213 -25 -40
W+ 1 80.4 139.829 0 92 -68 W- 1 80.4 126.112 -24 -20 92
b_quark 0 4.18 136.578 -106 -26 82 b_quark 0 4.18 84.1218 41 -73 7
b_quark 0 4.18 176.917 -108 123 67 b_quark 0 4.18 221.458 205 -76 -35
b_quark 0 4.18 220.006 -108 -136 135 b_quark 0 4.18 260.358 137 182 -126
W+ 1 80.4 108.394 52 -41 30 W- 1 80.4 148.031 -100 -43 60
b_quark 0 4.18 171.521 27 112 -127 b_quark 0 4.18 118.332 -6 -43 110
b_quark 0 4.18 73.5627 67 11 28 b_quark 0 4.18 64.0974 -29 55 -15
b_quark 0 4.18 119.015 61 25 99 b_quark 0 4.18 74.1045 16 -27 -67
b_quark 0 4.18 160.809 112 23 113 b_quark 0 4.18 141.656 -61 -122 -38
b_quark 0 4.18 193.697 141 14 132 b_quark 0 4.18 123.14 -91 -33 -76
b_quark 0 4.18 152.566 53 137 -41 b_quark 0 4.18 120.48 -84 -61 61
b_quark 0 4.18 147.127 10 -123 80 b_quark 0 4.18 215.978 48 114 -177
b_quark 0 4.18 182.938 -128 72 -109 b_quark 0 4.18 158.27 62 -32 142
W+ 1 80.4 205.137 96 -105 -124 W- 1 80.4 245.435 -99 193 82
Z 1 91.2 172.938 70 -99 83 Z 1 91.2 208.515 -57 66 -166
b_quark 0 4.18 145.291 -144 -10 -16 b_quark 0 4.18 157.799 141 49 51
b_quark 0 4.18 156.529 -52 -66 -132 b_quark 0 4.18 168.673 -48 55 152
b_quark 0 4.18 207.72 105 -148 -101 b_quark 0 4.18 280.297 -175 218 20
b_quark 0 4.18 136.508 -106 -66 55 b_quark 0 4.18 221.807 200 91 -30
W+ 1 80.4 186.768 -97 135 -28 W- 1 80.4 234.203 97 -197 13
W+ 1 80.4 203.76 -145 -77 90 W- 1 80.4 243.974 227 -21 -33
W+ 1 80.4 117.206 27 -80 12 W- 1 80.4 140.332 12 98 59
W+ 1 80.4 210.412 118 131 -82 W- 1 80.4 262.105 -109 -185 127
W+ 1 80.4 106.137 -65 24 0 W- 1 80.4 160.335 107 -15 -87
b_quark 0 4.18 133.733 91 -55 81 b_quark 0 4.18 171.004 -65 -6 -158
tau+ 0 1.78 163.23 93 46 -126 tau- 0 1.78 73.1585 -7 44 58
b_quark 0 4.18 116.29 31 -1 -112 b_quark 0 4.18 185.829 29 95 157
b_quark 0 4.18 126.149 86 -92 -6 b_quark 0 4.18 133.16 -116 63 17
W+ 1 80.4 200.445 139 -43 -112 W- 1 80.4 225.442 -200 -54 38
b_quark 0 4.18 141.122 -87 -77 -80 b_quark 0 4.18 202.459 74 150 114
b_quark 0 4.18 155.623 26 -127 86 b_quark 0 4.18 267.222 -115 174 -167
b_quark 0 4.18 101.289 5 4 101 b_quark 0 4.18 97.5832 55 36 -72
Z 1 91.2 124.85 50 -39 -57 Z 1 91.2 157.202 -115 31 47
b_quark 0 4.18 207.045 135 -135 -80 b_quark 0 4.18 229.101 -39 225 18
b_quark 0 4.18 247.819 -138 -148 -143 b_quark 0 4.18 221.582 146 153 66
b_quark 0 4.18 148.75 142 44 -3 b_quark 0 4.18 243.695 -235 47 44
W+ 1 80.4 92.4833 27 36 8 W- 1 80.4 124.496 -55 -39 -67
b_quark 0 4.18 34.5756 28 13 15 b_quark 0 4.18 142.002 -115 19 -81
Z 1 91.2 147.643 -95 10 66 Z 1 91.2 214.129 178 -69 -33
b_quark 0 4.18 75.3556 -74 4 -13 b_quark 0 4.18 141.515 128 5 60
W+ 1 80.4 171.45 -31 -39 143 W- 1 80.4 148.799 -53 18 -112
b_quark 0 4.18 173.365 81 121 94 b_quark 0 4.18 196.277 -129 -125 -79
W+ 1 80.4 186.156 63 70 -139 W- 1 80.4 270.063 -99 5 238
W+ 1 80.4 215.061 -141 135 41 W- 1 80.4 313.021 226 -199 -29
b_quark 0 4.18 102.071 88 -49 -16 b_quark 0 4.18 85.9504 -85 -1 12
b_quark 0 4.18 166.669 76 -148 9 b_quark 0 4.18 244.838 -124 206 46
b_quark 0 4.18 108.685 -51 13 -95 b_quark 0 4.18 181.798 -11 -44 176
W+ 1 80.4 101.06 38 28 -39 W- 1 80.4 112.939 7 -79 -1
tau+ 0 1.78 145.918 36 133 48 tau- 0 1.78 219.655 42 -215 -16
b_quark 0 4.18 117.42 81 -72 45 b_quark 0 4.18 203.483 -130 122 -98
tau+ 0 1.78 164.004 113 61 102 tau- 0 1.78 168.995 -74 -54 -142
b_quark 0 4.18 136.116 62 121 5 b_quark 0 4.18 225.718 -85 -191 -85
b_quark 0 4.18 152.173 43 97 109 b_quark 0 4.18 173.694 -110 -96 -94
b_quark 0 4.18 51.9468 -9 -50 10 b_quark 0 4.18 89.6798 86 -10 -23
W+ 1 80.4 119.269 61 26 58 W- 1 80.4 100.131 -4 -45 39
b_quark 0 4.18 55.637 -15 33 -42 b_quark 0 4.18 169.789 -71 -111 107
b_quark 0 4.18 181.393 -107 -106 101 b_quark 0 4.18 140.956 73 19 -119
b_quark 0 4.18 106.707 -101 12 -32 b_quark 0 4.18 145.281 118 -53 66
b_quark 0 4.18 129.273 -113 9 -62 b_quark 0 4.18 64.7802 53 -37 1
W+ 1 80.4 202.589 16 -131 -131 W- 1 80.4 258.56 74 223 72
b_quark 0 4.18 209.302 -34 147 -145 b_quark 0 4.18 118.674 -12 -101 61
b_quark 0 4.18 201.919 -123 92 131 b_quark 0 4.18 316.024 162 -173 -209
W+ 1 80.4 168.36 54 14 -137 W- 1 80.4 231.028 -123 -65 166
W+ 1 80.4 154.707 -51 -62 105 W- 1 80.4 155.782 -2 130 -30
b_quark 0 4.18 210.709 138 116 109 b_quark 0 4.18 196.006 -177 -76 -36
b_quark 0 4.18 59.8203 31 10 50 b_quark 0 4.18 132.979 -99 77 44
b_quark 0 4.18 97.5883 -51 83 4 b_quark 0 4.18 179.484 150 -56 81
W+ 1 80.4 193.267 64 94 -134 W- 1 80.4 312.514 -129 -144 232
W+ 1 80.4 193.562 43 128 -113 W- 1 80.4 296.461 -35 -210 190
b_quark 0 4.18 180.509 126 83 -99 b_quark 0 4.18 285.78 -150 -148 193
W+ 1 80.4 199.805 55 -137 -108 W- 1 80.4 172.876 -29 66 135
W+ 1 80.4 172.337 30 -144 40 W- 1 80.4 202.3 26 148 -109
b_quark 0 4.18 156.021 120 -95 30 b_quark 0 4.18 102.929 -83 18 -58
